1_Baseline_1,1_HIGH_1,1_REST_1,1_HIGH_2,1_REST_2,1_LOW_1,1_REST_3,1_LOW_2,1_REST_4,1_HIGH_3,1_REST_5,1_LOW_3,1_REST_6,1_LOW_4,1_REST_7,1_HIGH_4,1_REST_8,1_HIGH_5,1_REST_9,1_LOW_5,1_REST_10,1_LOW_6,1_REST_11,1_HIGH_6,1_REST_12,1_HIGH_7,1_REST_13,1_HIGH_8,1_REST_14,1_LOW_7,1_REST_15,1_LOW_8,1_REST_16,1_HIGH_9,1_REST_17,1_LOW_9,1_REST_18,1_LOW_10,1_REST_19,1_HIGH_10,1_REST_20,1_HIGH_11,1_REST_21,1_LOW_11,1_REST_22,1_LOW_12,1_REST_23,1_HIGH_12
0.4967776834964752,0.498796135187149,0.49537393450737,0.494761973619461,0.4941622912883758,0.5064733028411865,0.4988089203834533,0.4995511472225189,0.4997994005680084,0.4956452548503876,0.4995893537998199,0.5030245184898376,0.5006287097930908,0.4974701702594757,0.5002356767654419,0.4994772672653198,0.5009970664978027,0.5035463571548462,0.4989414513111114,0.5005320906639099,0.5022773146629333,0.4995582103729248,0.4951781928539276,0.4993099272251129,0.4985249638557434,0.499443382024765,0.499296098947525,0.5009689331054688,0.4973452985286712,0.4969913363456726,0.4969571828842163,0.498940646648407,0.4961624443531036,0.500581681728363,0.4965057969093323,0.5025272965431213,0.5001420974731445,0.4978797733783722,0.498794287443161,0.5005529522895813,0.4967383444309234,0.5012551546096802,0.4978159964084625,0.4965315759181976,0.4962258636951446,0.4961160719394684,0.4971867203712463,0.496856540441513
0.4949440956115722,0.4982378184795379,0.4917626082897186,0.4982169568538666,0.496926486492157,0.5058504343032837,0.5002917051315308,0.4998864531517029,0.4962305128574371,0.4951817095279693,0.4985204339027405,0.5036037564277649,0.5016046762466431,0.5033146739006042,0.5023151636123657,0.5001842379570007,0.5001769065856934,0.5037229657173157,0.4976429045200348,0.4993385076522827,0.5016093254089355,0.4989572465419769,0.4982569515705108,0.4962802231311798,0.4975183606147766,0.4933216869831085,0.4938665330410003,0.5021397471427917,0.4981232583522796,0.4959162771701813,0.4972650706768036,0.4999248683452606,0.4965752363204956,0.5005444288253784,0.4969383478164673,0.5031868815422058,0.4993248581886291,0.4968767762184143,0.4989658892154693,0.5002042055130005,0.4998955428600311,0.5007433295249939,0.4996168613433838,0.4967970252037048,0.4985325634479522,0.4989268481731415,0.4944931864738464,0.4963774383068084
0.4986393451690674,0.4996035397052765,0.4957517385482788,0.4980441629886627,0.4967767000198364,0.5048949122428894,0.4941968619823456,0.4991630613803863,0.5018347501754761,0.4950522482395172,0.4982118904590606,0.5023729801177979,0.5004661679267883,0.5019907355308533,0.4985980987548828,0.5011951327323914,0.4989480078220367,0.5048704147338867,0.4996117353439331,0.5020015239715576,0.4995101392269134,0.4990992844104767,0.4944289028644562,0.4995970726013183,0.4975611865520477,0.4996975660324096,0.4988293945789337,0.5008247494697571,0.4991488754749298,0.4976638555526733,0.4981944262981415,0.4948730170726776,0.4979196488857269,0.5016626119613647,0.4978087246417999,0.5013922452926636,0.4950286448001861,0.4976916909217834,0.4936688840389251,0.4994876384735107,0.4988490343093872,0.4995262026786804,0.4998860657215118,0.4951691329479217,0.4974396824836731,0.5002461075782776,0.4977532625198364,0.4934217631816864
0.4959296286106109,0.4941363334655761,0.4964950084686279,0.500481903553009,0.4966702163219452,0.5062160491943359,0.4971895515918731,0.5003025531768799,0.501042366027832,0.4911634922027588,0.4994300007820129,0.5008795857429504,0.5018098950386047,0.5008643269538879,0.5000829696655273,0.4982246160507202,0.4975265860557556,0.5032386183738708,0.4996383190155029,0.5003867149353027,0.4994359910488128,0.4999059736728668,0.4989782273769378,0.4959665536880493,0.4963457882404327,0.4983419477939605,0.4928747117519378,0.4996210634708404,0.4974214434623718,0.4966183304786682,0.4974314570426941,0.4985731244087219,0.4974705576896667,0.4958212375640869,0.4963878989219665,0.5043416619300842,0.498820036649704,0.4964442253112793,0.4984640479087829,0.5005754828453064,0.4969139695167541,0.5023954510688782,0.4978547096252441,0.498057097196579,0.4963781833648681,0.4991943836212158,0.4942416846752167,0.4978894293308258
0.4950062930583954,0.4976785480976105,0.493838906288147,0.4977177679538727,0.4965227544307709,0.5055575966835022,0.4945686161518097,0.5008301138877869,0.501323401927948,0.4935480058193207,0.4970582723617553,0.5020051002502441,0.498742014169693,0.5024179220199585,0.4987883567810058,0.4995273947715759,0.5004006624221802,0.5047008991241455,0.4984081983566284,0.4989455044269562,0.4986860156059265,0.4988235533237457,0.4982801973819732,0.5005623698234558,0.4996997714042663,0.4966475963592529,0.4971392452716827,0.4994058310985565,0.4987366199493408,0.4967527091503143,0.4944866597652435,0.4966452717781067,0.4974403977394104,0.5011656284332275,0.4944941699504852,0.5031430125236511,0.4999940693378448,0.4972756206989288,0.4971261620521545,0.4965673983097076,0.497600257396698,0.5017833113670349,0.4980005025863647,0.4973869025707245,0.498071551322937,0.4982253313064575,0.4985247850418091,0.4934549331665039
0.498650312423706,0.5005246996879578,0.4967725276947021,0.4972889721393585,0.4979385435581207,0.5045177340507507,0.4974482953548431,0.4990708827972412,0.4985022842884063,0.4935138523578644,0.4988649487495422,0.5002924799919128,0.4944226741790771,0.5010818839073181,0.4961065351963043,0.5011013150215149,0.4999028742313385,0.5054777264595032,0.4983184337615967,0.5001996755599976,0.4991753995418548,0.5003841519355774,0.49799245595932,0.5019798874855042,0.4939095675945282,0.4968981742858886,0.4994714856147766,0.5013231039047241,0.4972877502441406,0.4975781440734863,0.4993265867233276,0.4960499703884125,0.4975590705871582,0.5005611777305603,0.4977378845214844,0.5008994340896606,0.5011016130447388,0.4966605901718139,0.4990525841712951,0.4995890259742737,0.4969017207622528,0.4956929087638855,0.4987058043479919,0.4974009692668915,0.4992874264717102,0.4955001175403595,0.4983565509319305,0.4945358633995056
0.4965171813964844,0.4991304576396942,0.4954844713211059,0.4971149563789367,0.4937346875667572,0.5047605037689209,0.4976173043251037,0.4937883913516998,0.5021197199821472,0.496532678604126,0.4979443550109863,0.5010467171669006,0.4944245219230652,0.5005505084991455,0.5004679560661316,0.5017473697662354,0.497688889503479,0.5034960508346558,0.4986661672592163,0.499239057302475,0.4988209009170532,0.49946129322052,0.4983265697956085,0.499487042427063,0.4999937415122986,0.4990212023258209,0.4975561201572418,0.4988458454608917,0.4988160729408264,0.4963453710079193,0.4966695606708526,0.5002980828285217,0.4980224370956421,0.4966630339622497,0.4930382668972015,0.501726508140564,0.4992746114730835,0.4941279292106628,0.4982210993766784,0.4986837804317474,0.4963968098163605,0.4995081126689911,0.4989165067672729,0.4961175918579101,0.4984479546546936,0.4994928538799286,0.4983626008033752,0.4982004463672638
0.498316079378128,0.5005019903182983,0.4956425428390503,0.4997187256813049,0.4961201846599579,0.5037980079650879,0.4967341721057892,0.4950602948665619,0.5021584630012512,0.4952289164066314,0.4976881742477417,0.5011522769927979,0.4994019865989685,0.5008192658424377,0.4992823600769043,0.5024540424346924,0.4976452887058258,0.50323486328125,0.4960310757160187,0.4978410005569458,0.5003279447555542,0.4980117976665497,0.4971101582050323,0.5004554986953735,0.4989634454250335,0.4975495636463165,0.4962579905986786,0.4995840191841125,0.4995478987693786,0.4989717304706573,0.4996297061443329,0.5000916123390198,0.4967613518238067,0.5004639625549316,0.4978918433189392,0.5013842582702637,0.4998959004878998,0.495985597372055,0.495038777589798,0.4988664388656616,0.4976795613765716,0.5013755559921265,0.4980883002281189,0.49684938788414,0.4986194372177124,0.4981194138526916,0.4987091720104217,0.4990254640579223
0.4983658194541931,0.4985263347625732,0.4959207773208618,0.497674822807312,0.495787501335144,0.5042173266410828,0.4995344579219818,0.5003620982170105,0.5005688667297363,0.4953333437442779,0.4983217418193817,0.5023517608642578,0.4986959397792816,0.4965284168720245,0.5007345676422119,0.4990030825138092,0.4982021450996399,0.5047189593315125,0.4957080483436584,0.4996577799320221,0.4991759359836578,0.4990018308162689,0.4997738003730774,0.5013116598129272,0.5014791488647461,0.496380478143692,0.4933735728263855,0.5012186169624329,0.4984731376171112,0.4989940226078033,0.4988507628440857,0.4997181892395019,0.4963572323322296,0.4991149306297302,0.4960697293281555,0.5020276308059692,0.4988690912723541,0.4962865710258484,0.4971358776092529,0.4990634024143219,0.4995757639408111,0.4996710121631622,0.497467428445816,0.4988972544670105,0.5003173351287842,0.4983727931976318,0.500152051448822,0.4929998219013214
0.493228018283844,0.4982299506664276,0.4926260709762573,0.4999434649944305,0.4993154108524322,0.504075825214386,0.4996495246887207,0.4989872276782989,0.4971186518669128,0.4963769614696502,0.4947869181632995,0.4978285133838653,0.4986981153488159,0.4994637370109558,0.5004035830497742,0.4997914433479309,0.4982590079307556,0.503690242767334,0.5002662539482117,0.4994278252124786,0.5007075667381287,0.4986709356307983,0.4972881078720093,0.5005167126655579,0.4981321990489959,0.4988795220851898,0.4964412450790405,0.5000410676002502,0.4995015859603882,0.4924120903015136,0.4985902011394501,0.4968551695346832,0.4975987076759338,0.500704288482666,0.4951913058757782,0.5021790862083435,0.4985578954219818,0.4975338280200958,0.4930324554443359,0.4988756775856018,0.500446081161499,0.5004392266273499,0.499052882194519,0.4979278445243835,0.4996493458747864,0.4973916113376617,0.4981873333454132,0.4935429096221924
