2_Baseline_1,2_HIGH_1,2_REST_1,2_HIGH_2,2_REST_2,2_LOW_1,2_REST_3,2_LOW_2,2_REST_4,2_HIGH_3,2_REST_5,2_HIGH_4,2_REST_6,2_LOW_3,2_REST_7,2_LOW_4,2_REST_8,2_HIGH_5,2_REST_9,2_LOW_5,2_REST_10,2_LOW_6,2_REST_11,2_HIGH_6,2_REST_12,2_HIGH_7,2_REST_13,2_HIGH_8,2_REST_14,2_LOW_7,2_REST_15,2_LOW_8,2_REST_16,2_HIGH_9,2_REST_17,2_HIGH_10,2_REST_18,2_LOW_9,2_REST_19,2_LOW_10,2_REST_20,2_HIGH_11,2_REST_21,2_LOW_11,2_REST_22,2_LOW_12,2_REST_23,2_HIGH_12
0.5386000275611877,0.1712999939918518,2.779400110244751,4.535699844360352,5.801799774169922,4.52269983291626,4.312900066375732,2.7007999420166016,3.138000011444092,2.0504000186920166,7.694200038909912,6.784800052642822,7.147200107574463,5.122399806976318,4.635600090026856,2.7706000804901123,3.9184999465942383,2.838900089263916,7.154799938201904,6.17519998550415,6.674600124359131,5.1940999031066895,4.670700073242188,3.4195001125335693,8.299300193786621,7.142600059509277,7.597400188446045,6.78249979019165,7.660699844360352,5.974599838256836,5.206699848175049,3.7643001079559326,3.784899950027466,2.876300096511841,4.429599761962891,4.43310022354126,5.390500068664551,5.045300006866455,4.745500087738037,4.119900226593018,4.2118000984191895,3.56030011177063,4.945400238037109,4.833199977874756,4.734000205993652,4.362500190734863,4.033699989318848,3.069299936294556
0.1492000073194503,0.5412999987602234,3.1147000789642334,4.793499946594238,5.444300174713135,4.491799831390381,4.67609977722168,3.0578999519348145,3.034199953079224,2.335400104522705,8.03030014038086,6.423999786376953,6.835899829864502,4.8256001472473145,4.443399906158447,3.1349000930786133,3.552999973297119,3.2063000202178955,7.379199981689453,5.801400184631348,7.000699996948242,4.94920015335083,4.425000190734863,3.0552000999450684,8.203100204467773,7.545499801635742,7.9842000007629395,6.408699989318848,7.288400173187256,6.045499801635742,5.480999946594238,3.827699899673462,3.600300073623657,3.243299961090088,4.080599784851074,4.10230016708374,5.662899971008301,5.353899955749512,5.116300106048584,3.8020999431610103,3.853600025177002,3.196700096130371,4.8003997802734375,4.532599925994873,5.089600086212158,3.996999979019165,3.72350001335144,3.435499906539917
0.5424000024795532,0.1689999997615814,2.75570011138916,4.499800205230713,5.792200088500977,4.501699924468994,4.31820011138916,2.7100000381469727,3.129600048065185,1.992400050163269,7.685900211334228,6.810400009155273,7.139599800109863,5.127699851989746,4.627999782562256,2.7843000888824463,3.9138998985290527,2.8587000370025635,7.159800052642822,6.172200202941895,6.677199840545654,5.1940999031066895,4.666900157928467,3.4302000999450684,8.30150032043457,7.164000034332275,7.585899829864502,6.80079984664917,7.65880012512207,5.992899894714356,5.200200080871582,3.7799999713897705,3.7829999923706055,2.8889000415802,4.431900024414063,4.436500072479248,5.368800163269043,5.068999767303467,4.768799781799316,4.125999927520752,4.218699932098389,3.5590999126434326,4.932799816131592,4.834000110626221,4.724100112915039,4.353300094604492,4.032899856567383,3.0887999534606934
0.148399993777275,0.5440000295639038,3.112799882888794,4.810299873352051,5.439000129699707,4.492199897766113,4.677199840545654,3.054800033569336,3.049499988555908,2.331199884414673,8.054400444030762,6.457499980926514,6.822199821472168,4.832099914550781,4.498300075531006,3.126499891281128,3.533200025558472,3.211999893188477,7.377999782562256,5.801400184631348,6.9969000816345215,4.92549991607666,4.40369987487793,3.041100025177002,8.192399978637695,7.569499969482422,7.978099822998047,6.441500186920166,7.28380012512207,6.051599979400635,5.484799861907959,3.811599969863892,3.5973000526428223,3.248600006103516,4.084799766540527,4.084000110626221,5.662499904632568,5.349699974060059,5.112500190734863,3.75600004196167,3.882999897003174,3.201299905776977,4.760700225830078,4.530700206756592,5.0903000831604,4.03439998626709,3.718600034713745,3.4416000843048096
0.5412999987602234,0.1651999950408935,2.7718000411987305,4.513500213623047,5.793000221252441,4.502900123596191,4.307600021362305,2.717600107192993,3.134200096130371,1.9744999408721924,7.666800022125244,6.8470001220703125,7.145699977874756,5.124300003051758,4.629099845886231,2.767899990081787,3.918800115585327,2.856800079345703,7.136499881744385,6.189000129699707,6.710100173950195,5.188799858093262,4.666900157928467,3.425600051879883,8.309900283813477,7.18149995803833,7.588200092315674,6.816100120544434,7.653800010681152,6.001699924468994,5.186500072479248,3.7665998935699454,3.783400058746338,2.884700059890747,4.432700157165527,4.443699836730957,5.428299903869629,5.039999961853027,4.7881999015808105,4.126399993896484,4.2129998207092285,3.564500093460083,4.932400226593018,4.832499980926514,4.763800144195557,4.361000061035156,4.042799949645996,3.073499917984009
0.1499000042676925,0.5367000102996826,3.113600015640259,4.827899932861328,5.441299915313721,4.49560022354126,4.673799991607666,3.059799909591675,3.051800012588501,2.3422000408172607,8.03219985961914,6.478899955749512,6.811500072479248,4.808800220489502,4.445300102233887,3.1333999633789062,3.5857999324798584,3.211999893188477,7.374599933624268,5.81820011138916,6.992300033569336,4.978899955749512,4.42579984664917,3.056299924850464,8.2076997756958,7.580599784851074,7.978799819946289,6.464399814605713,7.287600040435791,6.042500019073486,5.48859977722168,3.811599969863892,3.613300085067749,3.244800090789795,4.10920000076294,4.0756001472473145,5.660999774932861,5.348999977111816,5.120800018310547,3.772700071334839,3.852799892425537,3.24780011177063,4.759600162506104,4.547100067138672,5.091899871826172,3.993200063705444,3.727299928665161,3.4453999996185303
0.5340999960899353,0.1697999984025955,2.772900104522705,4.525000095367432,5.798299789428711,4.518099784851074,4.316699981689453,2.7030999660491943,3.1212000846862797,1.9710999727249143,7.678199768066406,6.870999813079834,7.141499996185303,5.127699851989746,4.638299942016602,2.772900104522705,3.9161999225616455,2.8434998989105225,7.154099941253662,6.1859002113342285,6.694799900054932,5.188000202178955,4.661600112915039,3.42330002784729,8.309900283813477,7.211699962615967,7.599299907684326,6.835899829864502,7.650800228118896,5.9791998863220215,5.189499855041504,3.784600019454956,3.7708001136779785,2.891900062561035,4.432700157165527,4.442999839782715,5.368000030517578,5.06440019607544,4.76230001449585,4.125999927520752,4.213699817657471,3.564500093460083,4.933199882507324,4.810299873352051,4.730999946594238,4.361000061035156,4.03439998626709,3.094500064849853
0.1510999947786331,0.5378999710083008,3.113899946212769,4.84660005569458,5.441299915313721,4.499800205230713,4.6757001876831055,3.056299924850464,3.025099992752075,2.3364999294281006,8.0447998046875,6.510900020599365,6.829800128936768,4.8282999992370605,4.446800231933594,3.1287999153137207,3.5713000297546387,3.2107999324798584,7.376500129699707,5.824299812316895,6.974800109863281,4.940000057220459,4.472400188446045,3.0578999519348145,8.215700149536133,7.621799945831299,7.981900215148926,6.48420000076294,7.285299777984619,6.042500019073486,5.485199928283691,3.823100090026856,3.5964999198913574,3.250099897384644,4.0954999923706055,4.110700130462647,5.667500019073486,5.346700191497803,5.11359977722168,3.790299892425537,3.863899946212769,3.1891000270843506,4.788599967956543,4.540299892425537,5.091899871826172,3.996299982070923,3.743000030517578,3.4465999603271484
0.527999997138977,0.181999996304512,2.764899969100952,4.523099899291992,5.791900157928467,4.528800010681152,4.316699981689453,2.695499897003174,3.1405999660491943,2.003499984741211,7.668700218200684,6.914500236511231,7.136499881744385,5.121200084686279,4.620399951934815,2.759200096130371,3.914599895477295,2.867500066757202,7.133500099182129,6.196599960327148,6.687900066375732,5.194900035858154,4.671500205993652,3.4305999279022217,8.309900283813477,7.231100082397461,7.586699962615967,6.85920000076294,7.649600028991699,6.0295000076293945,5.1940999031066895,3.791800022125244,3.7720000743865967,2.893399953842163,4.43120002746582,4.450200080871582,5.363500118255615,5.059100151062012,4.755799770355225,4.126699924468994,4.212200164794922,3.565999984741211,4.946899890899658,4.827499866485596,4.723400115966797,4.360199928283691,4.028299808502197,3.094099998474121
0.1494999974966049,0.5393999814987183,3.1189000606536865,4.861499786376953,5.43209981918335,4.473899841308594,4.677599906921387,3.0552000999450684,3.057499885559082,2.338399887084961,8.0177001953125,6.567399978637695,6.819200038909912,4.806099891662598,4.43149995803833,3.130300045013428,3.5629000663757324,3.215399980545044,7.374599933624268,5.827000141143799,6.980899810791016,4.940400123596191,4.436500072479248,3.063199996948242,8.191699981689453,7.642000198364258,7.978799819946289,6.492599964141846,7.286499977111816,6.036799907684326,5.482900142669678,3.817699909210205,3.595000028610229,3.246299982070923,4.101600170135498,4.144299983978272,5.667099952697754,5.348999977111816,5.1143999099731445,3.779599905014038,3.916899919509888,3.208199977874756,4.763800144195557,4.547900199890137,5.086100101470947,4.004300117492676,3.7360999584198,3.451499938964844
